customer_id,account_id,tenure_months,monthly_charges,paperless_billing,payment_method,contract_proxy,internet_service,has_5g_home_internet,lines_on_account,device_payment_plan,device_term_months,device_months_remaining,device_monthly_payment,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,churn_risk_score,trust_baseline,patience,is_churned,repeat_contacts_30d,last_call_day_index
C0005323,A0005323,51,77.72,Yes,Mailed check,Month-to-month,No,0,3,Yes,36,14,10.0,Yes,Yes,No,Yes,No,0.408479,75.7424,0.615743,1,0,-1
C0005324,A0005324,0,29.68,Yes,Bank transfer (automatic),Month-to-month,No,0,3,No,0,0,0.0,Yes,No,Yes,No,No,0.227404,81.594385,0.38726,1,0,-1
C0005325,A0005325,11,82.47,No,Credit card (automatic),Month-to-month,5G Home Internet,1,3,Yes,24,17,18.79,Yes,Yes,Yes,No,Yes,0.286499,52.481522,0.390776,0,0,-1
C0005326,A0005326,3,68.18,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,No,No,Yes,0.182322,80.516652,0.65002,0,0,-1
C0005327,A0005327,27,51.75,No,Mailed check,Month-to-month,No,0,5,Yes,36,17,10.0,No,No,No,No,No,0.373956,74.083358,0.325961,0,0,-1
C0005328,A0005328,49,65.08,Yes,Mailed check,Two year,5G Home Internet,1,0,Yes,36,14,10.0,No,Yes,No,No,No,0.224214,87.487455,0.726946,0,0,-1
C0005329,A0005329,18,23.82,Yes,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,36,21,10.0,Yes,Yes,No,Yes,No,0.348898,78.050378,0.706374,1,0,-1
C0005330,A0005330,15,70.63,No,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,24,16,18.69,Yes,No,No,No,No,0.280685,58.515815,0.647225,0,0,-1
C0005331,A0005331,46,103.52,Yes,Bank transfer (automatic),Month-to-month,No,0,5,Yes,30,11,10.0,No,No,Yes,Yes,No,0.224691,91.746877,0.328392,0,0,-1
C0005332,A0005332,44,77.49,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,Yes,Yes,Yes,0.178293,69.897597,0.304414,0,0,-1
C0005333,A0005333,0,101.48,No,Electronic check,Month-to-month,No,0,3,No,0,0,0.0,Yes,No,No,No,Yes,0.320882,94.462179,0.62112,0,0,-1
C0005334,A0005334,6,59.75,Yes,Electronic check,One year,5G Home Internet,1,2,Yes,36,36,12.07,Yes,No,No,No,No,0.23725,70.243476,0.89888,1,0,-1
C0005335,A0005335,14,90.76,No,Mailed check,One year,5G Home Internet,1,3,Yes,36,22,15.17,No,No,No,No,No,0.084861,60.930892,0.708701,0,0,-1
C0005336,A0005336,36,99.67,Yes,Bank transfer (automatic),Month-to-month,No,0,4,No,0,0,0.0,Yes,No,No,Yes,No,0.460625,58.357565,0.643923,0,0,-1
C0005337,A0005337,31,35.03,Yes,Bank transfer (automatic),Two year,No,0,3,Yes,36,14,10.0,No,Yes,Yes,Yes,No,0.314037,54.280448,0.637526,1,0,-1
C0005338,A0005338,26,103.06,No,Credit card (automatic),One year,No,0,2,Yes,24,15,19.18,No,Yes,Yes,Yes,No,0.339633,81.477621,0.632434,0,0,-1
C0005339,A0005339,46,104.55,Yes,Credit card (automatic),Two year,No,0,1,Yes,24,10,21.51,Yes,No,No,No,Yes,0.217744,66.695253,0.414029,1,0,-1
C0005340,A0005340,6,42.14,Yes,Electronic check,One year,No,0,3,Yes,24,15,10.16,No,No,Yes,No,Yes,0.166379,81.510637,0.861786,0,0,-1
C0005341,A0005341,2,94.58,No,Bank transfer (automatic),Two year,5G Home Internet,1,3,Yes,24,16,35.58,No,No,Yes,No,No,0.235185,61.854504,0.458623,0,0,-1
C0005342,A0005342,11,43.37,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,30,24,11.32,No,Yes,No,Yes,Yes,0.386307,78.354341,0.519767,0,0,-1
C0005343,A0005343,54,34.29,No,Electronic check,Month-to-month,No,0,2,Yes,30,5,10.0,No,No,Yes,Yes,No,0.184282,69.637734,0.913863,1,0,-1
C0005344,A0005344,25,57.19,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,Yes,36,28,12.47,Yes,No,Yes,Yes,No,0.283622,71.510207,0.30917,1,0,-1
C0005345,A0005345,6,68.23,No,Credit card (automatic),Month-to-month,5G Home Internet,1,3,Yes,30,15,10.2,No,No,Yes,No,Yes,0.205018,79.597585,0.369649,0,0,-1
C0005346,A0005346,11,33.22,Yes,Electronic check,Two year,No,0,3,Yes,36,20,10.66,No,Yes,No,No,Yes,0.236501,85.411565,0.558229,0,0,-1
C0005347,A0005347,41,37.9,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,4,Yes,30,3,11.8,No,No,No,Yes,No,0.38865,78.674453,0.737412,1,0,-1
C0005348,A0005348,41,115.06,No,Mailed check,Month-to-month,5G Home Internet,1,1,Yes,36,12,29.62,No,No,No,No,No,0.348996,90.598889,0.697175,0,0,-1
C0005349,A0005349,29,62.62,No,Mailed check,Month-to-month,No,0,2,No,0,0,0.0,No,No,No,No,Yes,0.317776,52.547838,0.463508,1,0,-1
C0005350,A0005350,3,85.85,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,30,16,12.8,Yes,No,Yes,No,Yes,0.322604,60.425155,0.619443,1,0,-1
C0005351,A0005351,49,50.71,No,Mailed check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,No,No,Yes,0.195723,65.535805,0.439096,0,0,-1
C0005352,A0005352,42,25.29,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,24,8,10.0,Yes,Yes,No,No,Yes,0.415701,79.2215,0.613052,1,0,-1
C0005353,A0005353,34,90.12,Yes,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,No,No,Yes,No,No,0.24195,53.975352,0.758908,1,0,-1
C0005354,A0005354,32,59.06,No,Electronic check,Month-to-month,No,0,3,Yes,24,7,14.7,No,Yes,No,No,No,0.354902,59.259473,0.552517,0,0,-1
C0005355,A0005355,49,49.06,No,Mailed check,One year,5G Home Internet,1,1,Yes,36,5,10.0,No,Yes,No,No,No,0.439705,76.296129,0.298449,0,0,-1
C0005356,A0005356,52,105.23,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,24,7,16.61,No,No,No,No,Yes,0.206481,66.04055,0.131833,0,0,-1
C0005357,A0005357,24,42.93,No,Electronic check,Month-to-month,5G Home Internet,1,0,No,0,0,0.0,No,No,Yes,Yes,Yes,0.159352,50.38376,0.628052,0,0,-1
C0005358,A0005358,15,78.02,No,Mailed check,Month-to-month,No,0,1,No,0,0,0.0,Yes,No,Yes,No,No,0.300214,76.811646,0.381112,0,0,-1
C0005359,A0005359,20,64.6,No,Mailed check,Two year,5G Home Internet,1,1,Yes,36,11,14.94,No,No,No,No,No,0.277277,69.119284,0.847744,0,0,-1
C0005360,A0005360,39,23.87,Yes,Credit card (automatic),Month-to-month,No,0,3,Yes,30,12,10.0,No,Yes,No,Yes,No,0.310403,56.392717,0.186514,0,0,-1
C0005361,A0005361,34,71.02,Yes,Electronic check,Month-to-month,5G Home Internet,1,3,No,0,0,0.0,Yes,No,Yes,Yes,No,0.213546,73.597203,0.256033,1,0,-1
C0005362,A0005362,5,49.23,No,Credit card (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,13,13.13,No,Yes,No,No,Yes,0.232281,36.698682,0.063289,0,0,-1
C0005363,A0005363,8,27.71,No,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,36,32,10.0,No,Yes,No,No,No,0.236752,61.32588,0.670092,0,0,-1
C0005364,A0005364,58,51.57,Yes,Electronic check,Two year,5G Home Internet,1,3,Yes,24,10,10.0,Yes,No,Yes,Yes,No,0.351662,93.39451,0.180357,1,0,-1
C0005365,A0005365,56,71.39,Yes,Mailed check,Month-to-month,5G Home Internet,1,4,Yes,30,12,14.28,No,No,No,Yes,No,0.337423,82.960354,0.846912,1,0,-1
C0005366,A0005366,70,61.37,No,Bank transfer (automatic),Two year,No,0,1,Yes,30,11,14.35,Yes,No,Yes,No,Yes,0.281398,70.885773,0.625976,0,0,-1
C0005367,A0005367,21,108.3,No,Electronic check,Month-to-month,No,0,2,Yes,30,19,19.8,Yes,No,No,No,No,0.521852,77.726725,0.434438,0,0,-1
C0005368,A0005368,42,94.42,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,1,Yes,30,4,20.53,Yes,Yes,No,No,No,0.389622,55.918332,0.539857,0,0,-1
C0005369,A0005369,39,47.63,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,36,18,13.54,No,No,Yes,No,No,0.201795,90.864508,0.567938,0,0,-1
C0005370,A0005370,3,119.95,No,Bank transfer (automatic),Two year,No,0,3,Yes,24,19,22.27,No,Yes,Yes,Yes,No,0.254821,73.639038,0.436635,0,0,-1
C0005371,A0005371,10,84.71,Yes,Electronic check,Month-to-month,No,0,3,Yes,24,9,19.63,No,No,No,Yes,No,0.440211,72.387106,0.546416,0,0,-1
C0005372,A0005372,60,29.93,No,Electronic check,Month-to-month,No,0,2,Yes,24,9,10.0,No,No,No,No,No,0.227214,73.433548,0.393332,0,0,-1
C0005373,A0005373,11,33.48,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,No,0,0,0.0,No,No,No,No,No,0.527157,72.354052,0.741294,1,0,-1
C0005374,A0005374,27,50.96,Yes,Electronic check,One year,No,0,2,Yes,30,7,18.51,No,No,No,Yes,No,0.293848,71.464147,0.744065,0,0,-1
C0005375,A0005375,32,20.78,No,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,No,No,Yes,0.343466,88.828447,0.725006,0,0,-1
C0005376,A0005376,27,70.27,Yes,Bank transfer (automatic),Month-to-month,No,0,5,Yes,36,12,25.4,Yes,Yes,Yes,Yes,No,0.275904,77.214045,0.883305,0,0,-1
C0005377,A0005377,11,59.33,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,Yes,24,18,10.0,Yes,Yes,No,Yes,No,0.138358,65.367946,0.199516,0,0,-1
C0005378,A0005378,36,108.13,No,Bank transfer (automatic),Month-to-month,No,0,4,Yes,36,17,33.47,No,No,No,No,Yes,0.352291,69.812772,0.755525,1,0,-1
C0005379,A0005379,4,62.32,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,Yes,No,No,0.216084,86.640709,0.607282,0,0,-1
C0005380,A0005380,46,40.43,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,24,14,10.0,No,No,Yes,No,Yes,0.302325,88.236757,0.385466,0,0,-1
C0005381,A0005381,3,108.25,Yes,Credit card (automatic),One year,No,0,2,Yes,36,31,15.62,No,No,No,No,Yes,0.384247,56.55594,0.263546,0,0,-1
C0005382,A0005382,27,63.71,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,5,Yes,36,10,18.23,Yes,No,No,No,No,0.302367,74.233869,0.551453,0,0,-1
C0005383,A0005383,46,36.69,Yes,Bank transfer (automatic),Month-to-month,No,0,3,Yes,30,13,10.99,Yes,Yes,No,Yes,No,0.16856,54.149643,0.506333,0,0,-1
C0005384,A0005384,9,39.05,Yes,Electronic check,Month-to-month,No,0,3,Yes,30,17,10.0,Yes,No,Yes,Yes,No,0.239221,75.078063,0.18219,0,0,-1
C0005385,A0005385,1,78.81,Yes,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,Yes,No,No,No,0.098224,64.00388,0.737508,0,0,-1
C0005386,A0005386,42,67.49,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,2,Yes,24,4,17.21,No,No,No,No,No,0.223085,55.512533,0.25264,0,0,-1
C0005387,A0005387,2,69.1,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,5,Yes,36,33,13.58,Yes,No,No,No,No,0.286023,87.872486,0.144111,0,0,-1
C0005388,A0005388,2,86.3,No,Electronic check,Month-to-month,No,0,1,Yes,24,8,17.99,No,Yes,No,Yes,No,0.283562,85.608718,0.361289,0,0,-1
C0005389,A0005389,19,62.58,Yes,Mailed check,Month-to-month,No,0,3,No,0,0,0.0,No,No,No,No,No,0.28234,62.615211,0.869862,0,0,-1
C0005390,A0005390,49,91.18,Yes,Credit card (automatic),Two year,5G Home Internet,1,0,Yes,36,9,25.13,Yes,No,No,No,Yes,0.253943,77.39572,0.441975,0,0,-1
C0005391,A0005391,29,83.72,Yes,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,Yes,Yes,Yes,0.287227,70.243833,0.198211,1,0,-1
C0005392,A0005392,15,61.19,No,Mailed check,Month-to-month,No,0,5,Yes,24,17,16.89,No,No,No,Yes,No,0.194454,69.751253,0.206797,0,0,-1
C0005393,A0005393,70,36.99,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,36,11,10.0,Yes,No,No,Yes,No,0.20465,82.085111,0.285083,0,0,-1
C0005394,A0005394,18,75.97,No,Electronic check,Two year,5G Home Internet,1,1,Yes,36,20,22.3,No,No,No,No,Yes,0.209913,76.421339,0.318167,1,0,-1
C0005395,A0005395,14,58.53,Yes,Credit card (automatic),Two year,No,0,2,Yes,24,17,10.0,Yes,No,No,No,No,0.558194,71.990477,0.494026,1,0,-1
C0005396,A0005396,23,66.55,No,Mailed check,Month-to-month,No,0,1,Yes,24,12,18.15,Yes,No,No,Yes,No,0.345318,98.0,0.575235,1,0,-1
C0005397,A0005397,9,57.41,Yes,Electronic check,Month-to-month,No,0,3,No,0,0,0.0,No,No,No,No,No,0.459644,71.540569,0.806942,0,0,-1
C0005398,A0005398,3,67.97,No,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,No,No,Yes,No,No,0.21492,70.351726,0.543197,1,0,-1
C0005399,A0005399,35,41.46,Yes,Electronic check,Two year,No,0,5,Yes,30,10,10.08,Yes,Yes,No,No,No,0.189371,49.554732,0.342356,0,0,-1
C0005400,A0005400,3,69.16,No,Bank transfer (automatic),Month-to-month,No,0,1,Yes,36,33,14.75,No,No,No,No,Yes,0.16186,98.0,0.511639,0,0,-1
C0005401,A0005401,27,51.08,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,Yes,30,21,16.17,No,Yes,Yes,No,No,0.202622,57.600237,0.525443,0,0,-1
C0005402,A0005402,4,108.64,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,0,No,0,0,0.0,Yes,No,No,No,Yes,0.207078,87.792432,0.320417,1,0,-1
C0005403,A0005403,13,55.71,Yes,Mailed check,Month-to-month,No,0,1,Yes,36,22,16.98,Yes,No,No,No,No,0.225298,59.965742,0.320694,0,0,-1
C0005404,A0005404,8,87.04,No,Credit card (automatic),Month-to-month,5G Home Internet,1,4,No,0,0,0.0,Yes,Yes,Yes,Yes,No,0.238604,71.071858,0.98,1,0,-1
C0005405,A0005405,30,78.42,Yes,Credit card (automatic),Month-to-month,No,0,5,No,0,0,0.0,Yes,No,No,No,No,0.305928,79.829986,0.900223,0,0,-1
C0005406,A0005406,46,41.48,Yes,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,No,No,No,0.335334,98.0,0.802419,0,0,-1
C0005407,A0005407,14,94.41,Yes,Bank transfer (automatic),Month-to-month,No,0,3,No,0,0,0.0,No,No,Yes,Yes,No,0.334459,61.745692,0.524493,0,0,-1
C0005408,A0005408,2,118.58,Yes,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,Yes,Yes,No,Yes,No,0.526477,90.084923,0.601943,0,0,-1
C0005409,A0005409,4,91.06,No,Credit card (automatic),Two year,5G Home Internet,1,2,Yes,24,10,19.54,Yes,Yes,No,Yes,No,0.250253,63.839469,0.420656,0,0,-1
C0005410,A0005410,37,117.57,No,Electronic check,Two year,5G Home Internet,1,1,Yes,30,16,14.62,No,No,No,No,No,0.444152,76.216856,0.279748,1,0,-1
C0005411,A0005411,11,53.84,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,Yes,Yes,No,No,0.361801,58.90193,0.741058,0,0,-1
C0005412,A0005412,44,100.29,No,Bank transfer (automatic),Two year,No,0,2,Yes,30,22,26.8,No,No,Yes,Yes,No,0.364711,74.342178,0.668259,0,0,-1
C0005413,A0005413,9,93.42,Yes,Electronic check,Two year,No,0,1,Yes,36,23,13.33,Yes,No,No,Yes,Yes,0.302238,79.127672,0.270466,1,0,-1
C0005414,A0005414,8,93.13,No,Electronic check,Two year,5G Home Internet,1,1,Yes,24,21,23.47,No,No,Yes,Yes,No,0.280481,82.502546,0.349032,0,0,-1
C0005415,A0005415,38,80.0,Yes,Credit card (automatic),One year,5G Home Internet,1,4,Yes,24,5,15.2,Yes,No,Yes,Yes,Yes,0.439942,81.870583,0.631912,0,0,-1
C0005416,A0005416,13,88.18,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,Yes,No,No,Yes,No,0.465439,71.324766,0.75346,0,0,-1
C0005417,A0005417,5,60.78,No,Bank transfer (automatic),Two year,No,0,5,Yes,36,32,11.68,No,Yes,Yes,No,No,0.289032,67.017807,0.707784,1,0,-1
C0005418,A0005418,69,65.86,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,30,14,14.99,No,No,Yes,No,No,0.256598,84.991821,0.288738,1,0,-1
C0005419,A0005419,3,59.73,Yes,Bank transfer (automatic),Month-to-month,No,0,2,No,0,0,0.0,No,Yes,No,No,No,0.243086,90.138096,0.509325,0,0,-1
C0005420,A0005420,12,78.81,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,Yes,No,No,Yes,0.300286,57.838295,0.392024,1,0,-1
C0005421,A0005421,19,53.7,Yes,Credit card (automatic),Two year,5G Home Internet,1,3,Yes,30,18,11.83,Yes,Yes,No,No,No,0.165537,70.562088,0.408247,0,0,-1
C0005422,A0005422,14,87.34,No,Credit card (automatic),One year,No,0,2,Yes,36,12,16.69,Yes,Yes,Yes,No,Yes,0.110113,65.195921,0.309579,0,0,-1
C0005423,A0005423,42,67.93,No,Electronic check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,No,No,Yes,No,0.237132,75.900267,0.061285,0,0,-1
C0005424,A0005424,0,40.76,No,Credit card (automatic),Month-to-month,No,0,2,Yes,36,32,10.51,Yes,Yes,Yes,No,No,0.224251,64.698395,0.182055,0,0,-1
C0005425,A0005425,54,26.77,No,Bank transfer (automatic),Two year,No,0,2,Yes,30,11,10.0,No,Yes,No,No,No,0.213092,74.425012,0.278951,0,0,-1
C0005426,A0005426,28,55.69,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,Yes,Yes,No,0.288294,83.914472,0.541713,0,0,-1
C0005427,A0005427,70,70.39,No,Credit card (automatic),Month-to-month,No,0,1,Yes,24,3,10.7,No,No,No,No,Yes,0.354806,51.487825,0.869519,0,0,-1
C0005428,A0005428,44,49.53,Yes,Electronic check,Two year,No,0,1,Yes,36,16,10.0,No,No,Yes,No,No,0.309216,65.011739,0.856144,0,0,-1
C0005429,A0005429,48,21.82,No,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,No,No,Yes,No,No,0.339622,72.459337,0.633538,1,0,-1
C0005430,A0005430,33,58.38,No,Bank transfer (automatic),Two year,No,0,0,Yes,30,14,11.14,No,No,Yes,No,Yes,0.255376,61.9864,0.421169,1,0,-1
C0005431,A0005431,21,45.66,No,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,Yes,No,0.292329,77.506211,0.851098,0,0,-1
C0005432,A0005432,19,47.66,Yes,Bank transfer (automatic),One year,5G Home Internet,1,1,Yes,36,17,10.0,No,No,Yes,No,No,0.38251,59.05154,0.508884,1,0,-1
C0005433,A0005433,35,46.61,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,36,11,16.94,No,No,Yes,Yes,Yes,0.183439,76.640382,0.722149,0,0,-1
C0005434,A0005434,21,66.57,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,3,No,0,0,0.0,No,No,No,No,Yes,0.286139,71.462416,0.591121,0,0,-1
C0005435,A0005435,38,91.99,Yes,Electronic check,Month-to-month,No,0,1,Yes,36,7,17.05,No,No,No,Yes,Yes,0.289202,62.404973,0.547499,0,0,-1
C0005436,A0005436,4,112.54,No,Mailed check,Month-to-month,No,0,0,Yes,36,17,36.74,No,Yes,Yes,No,No,0.238056,56.118506,0.27594,0,0,-1
C0005437,A0005437,40,31.97,Yes,Electronic check,Two year,5G Home Internet,1,1,Yes,36,6,10.0,No,Yes,Yes,Yes,Yes,0.285428,76.406323,0.577199,0,0,-1
C0005438,A0005438,6,41.37,Yes,Credit card (automatic),One year,No,0,4,Yes,24,8,10.0,No,No,Yes,No,No,0.350688,95.246622,0.341918,0,0,-1
C0005439,A0005439,71,39.39,No,Electronic check,Two year,No,0,1,Yes,36,18,10.0,Yes,No,No,Yes,No,0.195754,81.096557,0.725088,0,0,-1
C0005440,A0005440,7,74.28,Yes,Mailed check,Month-to-month,No,0,3,No,0,0,0.0,No,No,No,Yes,No,0.353679,80.604906,0.25115,0,0,-1
C0005441,A0005441,3,37.65,Yes,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,24,17,10.0,No,No,Yes,Yes,No,0.337517,67.38967,0.270659,0,0,-1
C0005442,A0005442,47,43.19,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,16,10.0,Yes,Yes,Yes,No,No,0.104475,72.204857,0.456868,0,0,-1
C0005443,A0005443,44,78.64,Yes,Electronic check,Month-to-month,No,0,2,Yes,36,26,20.1,No,No,No,Yes,No,0.188067,60.195489,0.108618,0,0,-1
C0005444,A0005444,39,54.43,Yes,Credit card (automatic),Two year,5G Home Internet,1,4,Yes,36,8,14.03,No,No,No,No,No,0.341622,62.463962,0.452079,0,0,-1
C0005445,A0005445,70,70.01,Yes,Electronic check,Month-to-month,No,0,4,No,0,0,0.0,No,No,No,No,No,0.420359,78.559807,0.704762,0,0,-1
C0005446,A0005446,4,60.46,Yes,Bank transfer (automatic),Two year,No,0,2,Yes,24,16,12.5,No,Yes,No,Yes,Yes,0.293173,58.571197,0.309228,0,0,-1
C0005447,A0005447,42,85.06,Yes,Electronic check,Two year,No,0,1,Yes,24,3,24.82,No,No,No,No,Yes,0.2744,69.834086,0.133063,0,0,-1
C0005448,A0005448,17,56.77,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,0,Yes,30,19,13.73,No,No,Yes,Yes,No,0.256797,62.064464,0.239305,0,0,-1
C0005449,A0005449,23,47.58,No,Electronic check,Two year,No,0,1,Yes,36,12,17.32,Yes,No,Yes,No,No,0.340703,69.306042,0.325343,1,0,-1
C0005450,A0005450,15,73.57,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,3,No,0,0,0.0,No,No,Yes,No,No,0.197991,60.735819,0.169252,0,0,-1
C0005451,A0005451,3,34.62,Yes,Bank transfer (automatic),Month-to-month,No,0,2,Yes,36,32,10.0,Yes,No,Yes,No,Yes,0.321262,48.366438,0.13014,1,0,-1
C0005452,A0005452,31,35.51,Yes,Mailed check,Two year,No,0,3,Yes,24,11,10.0,No,Yes,No,No,No,0.238352,77.116871,0.726475,1,0,-1
C0005453,A0005453,46,47.65,Yes,Credit card (automatic),One year,5G Home Internet,1,3,Yes,36,13,15.32,No,No,Yes,Yes,No,0.131116,71.867015,0.500558,0,0,-1
C0005454,A0005454,1,58.2,Yes,Credit card (automatic),Two year,No,0,1,Yes,36,27,16.23,No,Yes,Yes,No,Yes,0.202889,81.611761,0.231623,1,0,-1
C0005455,A0005455,50,25.84,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,36,9,10.0,Yes,Yes,Yes,Yes,No,0.232924,90.218773,0.849397,0,0,-1
C0005456,A0005456,23,76.72,No,Bank transfer (automatic),Month-to-month,No,0,1,Yes,36,30,24.1,No,No,No,No,Yes,0.184616,77.490224,0.472833,1,0,-1
C0005457,A0005457,9,88.49,Yes,Bank transfer (automatic),Two year,No,0,3,Yes,30,20,19.05,Yes,Yes,Yes,No,Yes,0.436121,81.856118,0.730091,1,0,-1
C0005458,A0005458,28,24.68,Yes,Bank transfer (automatic),Month-to-month,No,0,3,No,0,0,0.0,No,No,Yes,No,No,0.240948,81.707466,0.878268,0,0,-1
C0005459,A0005459,4,66.87,Yes,Credit card (automatic),Month-to-month,No,0,5,No,0,0,0.0,No,No,No,Yes,No,0.168745,93.087566,0.556794,0,0,-1
C0005460,A0005460,5,115.99,Yes,Electronic check,Month-to-month,No,0,1,Yes,24,12,23.71,Yes,No,No,No,No,0.374339,62.164526,0.43372,0,0,-1
C0005461,A0005461,32,52.3,Yes,Mailed check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,No,Yes,No,No,0.170031,68.532133,0.719086,0,0,-1
C0005462,A0005462,6,82.73,No,Credit card (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,22,21.83,No,No,No,No,No,0.134569,65.414262,0.70592,0,0,-1
C0005463,A0005463,9,22.48,No,Credit card (automatic),Month-to-month,No,0,2,Yes,24,14,10.0,No,No,No,No,Yes,0.404249,72.678432,0.552191,1,0,-1
C0005464,A0005464,36,113.74,Yes,Electronic check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,No,Yes,No,No,0.218229,63.6792,0.281395,0,0,-1
C0005465,A0005465,9,24.79,Yes,Electronic check,Two year,No,0,4,Yes,30,22,10.0,Yes,No,No,Yes,No,0.348614,59.98762,0.248379,0,0,-1
C0005466,A0005466,36,44.17,Yes,Credit card (automatic),Two year,5G Home Internet,1,0,Yes,36,23,12.71,No,No,Yes,Yes,No,0.418095,65.356963,0.498623,1,0,-1
C0005467,A0005467,46,114.99,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,0,No,0,0,0.0,No,Yes,Yes,No,Yes,0.123943,61.022323,0.237769,0,0,-1
C0005468,A0005468,0,66.45,No,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,28,20.07,No,No,No,Yes,No,0.193772,63.075947,0.479035,1,0,-1
C0005469,A0005469,13,41.37,Yes,Bank transfer (automatic),Month-to-month,No,0,0,No,0,0,0.0,No,No,No,No,No,0.263376,51.154034,0.494338,0,0,-1
C0005470,A0005470,2,88.5,No,Electronic check,Month-to-month,5G Home Internet,1,1,Yes,36,32,20.71,Yes,No,Yes,Yes,No,0.378143,96.571134,0.738733,0,0,-1
C0005471,A0005471,26,91.38,No,Credit card (automatic),Month-to-month,No,0,2,Yes,24,15,22.28,Yes,No,Yes,No,No,0.325593,62.216452,0.512758,0,0,-1
C0005472,A0005472,4,72.03,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,36,26,19.08,No,No,Yes,Yes,No,0.292317,84.520579,0.216139,1,0,-1
C0005473,A0005473,67,21.17,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,36,15,10.0,Yes,No,No,Yes,No,0.319213,84.33432,0.205065,0,0,-1
C0005474,A0005474,10,49.07,No,Credit card (automatic),Month-to-month,No,0,5,No,0,0,0.0,No,No,No,No,Yes,0.208716,73.260304,0.202445,1,0,-1
C0005475,A0005475,30,107.19,No,Credit card (automatic),Month-to-month,No,0,2,No,0,0,0.0,Yes,No,No,No,No,0.328733,60.587105,0.178827,0,0,-1
C0005476,A0005476,6,28.98,No,Electronic check,Month-to-month,5G Home Internet,1,0,No,0,0,0.0,Yes,Yes,Yes,No,No,0.254701,84.927736,0.69229,1,0,-1
C0005477,A0005477,3,40.83,Yes,Electronic check,Month-to-month,5G Home Internet,1,1,Yes,30,28,10.0,No,No,Yes,No,No,0.326781,83.230547,0.783813,0,0,-1
